City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,missing_value_count,is_aqi_outlier,is_pm25_outlier,data_quality_score,year,month,day_of_week,is_weekend,aqi_lag_1,aqi_lag_7,aqi_rolling_mean_3,aqi_rolling_mean_7,pm25_lag_1,pm10_lag_1,next_day_aqi
Delhi,2017-01-22,286.6,360.04,78.33,63.71,38.59,24.1,0.09,18.75,19.1,1.24,2.6,0.65,446.0,Severe,1,False,False,95,2017,1,6,1,387.0,382.0,389.0,375.42857142857144,349.98,226.74,379.0
Delhi,2017-01-23,189.45,277.25,80.42,67.27,46.06,33.51,0.53,20.61,20.57,3.67,8.67,0.65,379.0,Very Poor,1,False,False,95,2017,1,0,0,446.0,397.0,404.0,372.85714285714283,286.6,360.04,375.0
Delhi,2017-01-24,230.94,386.49,122.41,92.12,77.3,56.08,1.3,24.56,37.93,7.11,18.8,0.65,375.0,Very Poor,1,False,False,95,2017,1,1,0,379.0,330.0,400.0,379.2857142857143,189.45,277.25,450.0
Delhi,2017-01-25,241.78,370.37,128.62,88.02,51.5,69.27,1.08,23.95,40.58,7.0,21.75,0.65,450.0,Severe,1,False,False,95,2017,1,2,0,375.0,358.0,401.3333333333333,392.42857142857144,230.94,386.49,340.0
Delhi,2017-01-26,135.87,166.57,22.6,50.39,27.1,48.42,0.32,22.04,34.78,3.7,8.16,0.65,340.0,Very Poor,1,False,False,95,2017,1,3,0,450.0,376.0,388.3333333333333,387.2857142857143,241.78,370.37,203.0
Delhi,2017-01-27,74.92,80.21,32.05,42.24,31.15,31.84,0.35,18.11,36.05,2.29,4.47,0.65,203.0,Poor,1,False,False,95,2017,1,4,0,340.0,334.0,331.0,368.57142857142856,135.87,166.57,236.0
Delhi,2017-01-28,109.13,144.49,34.83,45.82,33.52,28.3,0.44,18.1,36.87,3.75,6.52,0.65,236.0,Poor,1,False,False,95,2017,1,5,1,203.0,387.0,259.6666666666667,347.0,74.92,80.21,252.0
Delhi,2017-01-29,132.35,171.91,39.04,46.68,34.02,28.3,0.35,18.12,39.39,3.36,5.81,0.65,252.0,Poor,1,False,False,95,2017,1,6,1,236.0,446.0,230.33333333333334,319.2857142857143,109.13,144.49,302.0
Delhi,2017-01-30,166.71,276.2,110.02,65.43,57.64,40.53,0.83,20.29,36.47,5.54,10.22,0.65,302.0,Very Poor,1,False,False,95,2017,1,0,0,252.0,379.0,263.3333333333333,308.2857142857143,132.35,171.91,358.0
Delhi,2017-01-31,214.23,316.16,176.81,82.78,73.16,54.92,0.79,22.81,35.58,6.63,18.38,0.65,358.0,Very Poor,1,False,False,95,2017,1,1,0,302.0,375.0,304.0,305.85714285714283,166.71,276.2,317.0
Delhi,2017-02-01,136.02,251.31,97.62,64.08,50.05,46.63,0.9,19.51,34.75,4.32,9.29,0.65,317.0,Very Poor,1,False,False,95,2017,2,2,0,358.0,450.0,325.6666666666667,286.85714285714283,214.23,316.16,387.0
Delhi,2017-02-02,198.24,410.79,190.34,93.86,67.78,60.67,1.26,18.84,36.78,6.76,15.89,0.65,387.0,Very Poor,1,False,False,95,2017,2,3,0,317.0,340.0,354.0,293.57142857142856,136.02,251.31,438.0
Delhi,2017-02-03,194.99,427.02,155.9,88.38,66.62,62.33,1.26,19.98,39.02,5.72,14.11,0.65,438.0,Severe,1,False,False,95,2017,2,4,0,387.0,203.0,380.6666666666667,327.14285714285717,198.24,410.79,407.0
Delhi,2017-02-04,186.65,324.14,70.65,62.01,40.48,57.26,0.92,17.04,43.9,4.05,11.24,0.65,407.0,Severe,1,False,False,95,2017,2,5,1,438.0,236.0,410.6666666666667,351.57142857142856,194.99,427.02,312.0
Delhi,2017-02-05,146.49,286.46,33.48,49.57,29.4,40.73,0.84,18.3,44.68,2.87,6.0,0.65,312.0,Very Poor,1,False,False,95,2017,2,6,1,407.0,252.0,385.6666666666667,360.14285714285717,186.65,324.14,367.0
Delhi,2017-02-06,176.04,414.89,87.2,60.62,54.74,46.21,1.03,17.23,35.21,4.0,9.33,0.65,367.0,Very Poor,1,False,False,95,2017,2,0,0,312.0,302.0,362.0,369.42857142857144,146.49,286.46,263.0
Delhi,2017-02-07,77.85,218.27,31.01,55.29,34.25,28.73,0.62,16.07,36.12,2.5,5.44,0.65,263.0,Poor,1,False,False,95,2017,2,1,0,367.0,358.0,314.0,355.85714285714283,176.04,414.89,287.0
Delhi,2017-02-08,129.1,325.78,66.7,69.98,54.66,31.42,0.83,17.2,34.28,3.57,7.19,0.65,287.0,Poor,1,False,False,95,2017,2,2,0,263.0,317.0,305.6666666666667,351.57142857142856,77.85,218.27,346.0
Delhi,2017-02-09,133.12,303.04,61.19,67.24,53.3,39.7,0.75,20.84,36.78,3.34,7.05,0.65,346.0,Very Poor,1,False,False,95,2017,2,3,0,287.0,387.0,298.6666666666667,345.7142857142857,129.1,325.78,314.0
Delhi,2017-02-10,120.43,272.12,66.43,62.77,55.46,47.34,0.68,20.09,35.09,3.17,5.86,0.65,314.0,Very Poor,1,False,False,95,2017,2,4,0,346.0,438.0,315.6666666666667,328.0,133.12,303.04,314.0
Delhi,2017-02-11,129.09,275.18,92.87,58.31,59.11,55.54,0.54,17.55,31.87,2.84,5.56,0.65,314.0,Very Poor,1,False,False,95,2017,2,5,1,314.0,407.0,324.6666666666667,314.7142857142857,120.43,272.12,314.0
Delhi,2017-02-12,166.55,250.37,97.85,56.97,61.64,95.27,0.38,19.9,31.11,2.2,3.89,0.65,314.0,Very Poor,1,False,False,95,2017,2,6,1,314.0,312.0,314.0,315.0,129.09,275.18,298.0
Delhi,2017-02-13,130.62,268.92,81.77,73.3,61.81,51.62,0.79,21.25,36.88,3.71,8.26,0.65,298.0,Poor,1,False,False,95,2017,2,0,0,314.0,367.0,308.6666666666667,305.14285714285717,166.55,250.37,319.0
Delhi,2017-02-14,168.96,358.24,65.02,81.51,57.92,50.31,0.87,21.87,35.28,4.04,7.54,0.65,319.0,Very Poor,1,False,False,95,2017,2,1,0,298.0,263.0,310.3333333333333,313.14285714285717,130.62,268.92,382.0
Delhi,2017-02-15,183.98,386.01,82.12,82.14,64.01,54.38,0.78,21.26,31.92,4.76,8.33,0.65,382.0,Very Poor,1,False,False,95,2017,2,2,0,319.0,287.0,333.0,326.7142857142857,168.96,358.24,352.0
Delhi,2017-02-16,163.86,335.5,62.07,78.82,55.79,55.87,0.72,21.02,31.57,3.67,7.68,0.65,352.0,Very Poor,1,False,False,95,2017,2,3,0,382.0,346.0,351.0,327.57142857142856,183.98,386.01,309.0
Delhi,2017-02-17,112.02,330.9,50.86,72.55,52.64,53.4,0.71,19.33,32.42,3.42,6.45,0.65,309.0,Very Poor,1,False,False,95,2017,2,4,0,352.0,314.0,347.6666666666667,326.85714285714283,163.86,335.5,301.0
Delhi,2017-02-18,107.13,352.54,81.6,71.98,57.13,62.34,0.66,19.29,30.24,4.05,7.84,0.65,301.0,Very Poor,1,False,False,95,2017,2,5,1,309.0,314.0,320.6666666666667,325.0,112.02,330.9,274.0
Delhi,2017-02-19,109.38,364.83,105.3,68.84,64.27,75.4,0.78,18.33,29.1,3.12,6.7,0.65,274.0,Poor,1,False,False,95,2017,2,6,1,301.0,314.0,294.6666666666667,319.2857142857143,107.13,352.54,313.0
Delhi,2017-02-20,126.74,406.49,152.15,67.45,82.63,83.01,1.06,23.96,35.07,3.79,11.64,0.65,313.0,Very Poor,1,False,False,95,2017,2,0,0,274.0,298.0,296.0,321.42857142857144,109.38,364.83,310.0
Delhi,2017-02-21,106.92,303.47,67.69,60.72,60.22,66.01,0.7,19.57,33.71,3.44,5.9,0.65,310.0,Very Poor,1,False,False,95,2017,2,1,0,313.0,319.0,299.0,320.14285714285717,126.74,406.49,258.0
Delhi,2017-02-22,93.03,270.3,84.46,65.62,62.23,58.5,0.8,19.84,38.35,3.83,10.09,0.65,258.0,Poor,1,False,False,95,2017,2,2,0,310.0,382.0,293.6666666666667,302.42857142857144,106.92,303.47,238.0
Delhi,2017-02-23,182.29,158.96,37.77,55.22,34.91,38.51,0.27,13.77,44.58,2.29,4.93,0.65,238.0,Poor,1,False,False,95,2017,2,3,0,258.0,352.0,268.6666666666667,286.14285714285717,93.03,270.3,449.0
Delhi,2017-02-24,451.25,104.82,22.53,42.2,16.05,29.63,0.0,6.64,55.11,0.33,2.44,0.65,449.0,Severe,1,False,True,95,2017,2,4,0,238.0,309.0,315.0,306.14285714285717,182.29,158.96,516.0
Delhi,2017-02-25,425.22,103.74,28.71,46.64,19.0,34.4,0.0,8.41,55.2,0.39,2.19,0.65,516.0,Severe,1,False,True,95,2017,2,5,1,449.0,301.0,401.0,336.85714285714283,451.25,104.82,520.0
Delhi,2017-02-26,328.23,198.09,50.17,59.34,38.8,40.72,0.41,17.55,31.79,1.84,5.09,0.65,520.0,Severe,1,False,True,95,2017,2,6,1,516.0,274.0,495.0,372.0,425.22,103.74,363.0
Delhi,2017-02-27,178.5,255.65,68.74,72.8,57.4,43.29,0.8,21.66,35.64,3.67,7.86,0.65,363.0,Very Poor,1,False,False,95,2017,2,0,0,520.0,313.0,466.3333333333333,379.14285714285717,328.23,198.09,362.0
Delhi,2017-02-28,149.73,382.34,135.95,94.66,72.79,76.09,1.42,28.15,38.79,5.21,15.38,0.65,362.0,Very Poor,1,False,False,95,2017,2,1,0,363.0,310.0,415.0,386.57142857142856,178.5,255.65,397.0
Delhi,2017-03-01,127.9,359.47,122.04,79.46,60.34,73.27,0.92,24.07,45.24,5.06,14.64,0.65,397.0,Very Poor,1,False,False,95,2017,3,2,0,362.0,258.0,374.0,406.42857142857144,149.73,382.34,280.0
Delhi,2017-03-02,114.68,300.55,64.39,69.08,48.81,62.98,0.47,23.53,35.22,3.36,9.96,0.65,280.0,Poor,1,False,False,95,2017,3,3,0,397.0,238.0,346.3333333333333,412.42857142857144,127.9,359.47,206.0
Delhi,2017-03-03,67.83,181.19,45.45,56.64,41.38,41.85,0.57,19.69,32.02,2.78,7.1,0.65,206.0,Poor,1,False,False,95,2017,3,4,0,280.0,449.0,294.3333333333333,377.7142857142857,114.68,300.55,190.0
Delhi,2017-03-04,82.32,196.84,48.61,60.55,44.96,39.3,0.57,22.03,27.77,3.6,7.78,0.65,190.0,Moderate,1,False,False,95,2017,3,5,1,206.0,516.0,225.33333333333334,331.14285714285717,67.83,181.19,210.0
Delhi,2017-03-05,90.6,229.62,42.58,61.48,43.44,34.4,0.69,25.34,31.88,3.71,6.61,0.65,210.0,Poor,1,False,False,95,2017,3,6,1,190.0,520.0,202.0,286.85714285714283,82.32,196.84,201.0
Delhi,2017-03-06,91.6,242.14,47.05,64.99,47.02,33.66,0.76,26.91,30.68,3.63,6.57,0.65,201.0,Poor,1,False,False,95,2017,3,0,0,210.0,363.0,200.33333333333334,263.7142857142857,90.6,229.62,243.0
Delhi,2017-03-07,112.41,307.78,84.73,65.16,58.96,43.71,0.89,30.7,34.43,4.43,11.46,0.65,243.0,Poor,1,False,False,95,2017,3,1,0,201.0,362.0,218.0,246.71428571428572,91.6,242.14,267.0
Delhi,2017-03-08,134.4,224.36,37.88,49.88,33.11,36.04,0.43,24.14,35.35,2.93,6.45,0.65,267.0,Poor,1,False,False,95,2017,3,2,0,243.0,397.0,237.0,228.14285714285714,112.41,307.78,245.0
Delhi,2017-03-09,106.45,142.78,36.2,39.68,21.71,32.12,0.23,20.15,45.45,2.28,5.59,0.65,245.0,Poor,1,False,False,95,2017,3,3,0,267.0,280.0,251.66666666666666,223.14285714285714,134.4,224.36,165.0
Delhi,2017-03-10,68.88,106.39,23.17,33.32,15.14,25.51,0.21,17.93,47.51,1.58,4.4,0.65,165.0,Moderate,1,False,False,95,2017,3,4,0,245.0,206.0,225.66666666666666,217.28571428571428,106.45,142.78,102.0
Delhi,2017-03-11,37.49,110.65,29.5,32.0,17.11,24.61,0.25,19.4,47.14,1.84,5.33,0.65,102.0,Moderate,1,False,False,95,2017,3,5,1,165.0,190.0,170.66666666666666,204.71428571428572,68.88,106.39,159.0
Delhi,2017-03-12,64.42,169.87,31.79,32.11,17.93,24.24,0.26,20.11,42.82,2.76,5.78,0.65,159.0,Moderate,1,False,False,95,2017,3,6,1,102.0,210.0,142.0,197.42857142857142,37.49,110.65,174.0
Delhi,2017-03-13,74.58,182.79,17.82,27.78,11.86,21.02,0.24,19.33,34.2,2.78,3.95,0.65,174.0,Moderate,1,False,False,95,2017,3,0,0,159.0,201.0,145.0,193.57142857142858,64.42,169.87,270.0
Delhi,2017-03-14,102.46,284.27,36.09,34.28,21.26,22.58,0.4,22.37,34.99,3.56,7.23,0.65,270.0,Poor,1,False,False,95,2017,3,1,0,174.0,243.0,201.0,197.42857142857142,74.58,182.79,397.0
Delhi,2017-03-15,112.71,319.97,59.15,42.06,30.58,37.36,0.45,23.96,32.01,3.83,9.02,0.65,397.0,Very Poor,1,False,False,95,2017,3,2,0,270.0,267.0,280.3333333333333,216.0,102.46,284.27,371.0
Delhi,2017-03-16,125.8,348.95,73.95,42.18,35.0,43.07,0.52,23.59,31.9,3.93,9.51,0.65,371.0,Very Poor,1,False,False,95,2017,3,3,0,397.0,245.0,346.0,234.0,112.71,319.97,328.0
Delhi,2017-03-17,114.07,288.64,36.4,38.7,20.84,29.62,0.65,21.42,32.6,3.29,6.72,0.65,328.0,Very Poor,1,False,False,95,2017,3,4,0,371.0,165.0,365.3333333333333,257.2857142857143,125.8,348.95,254.0
Delhi,2017-03-18,96.39,267.96,43.27,46.65,25.98,33.5,0.6,22.29,33.42,3.35,7.45,0.65,254.0,Poor,1,False,False,95,2017,3,5,1,328.0,102.0,317.6666666666667,279.0,114.07,288.64,342.0
Delhi,2017-03-19,120.43,350.42,80.86,51.65,41.4,43.17,0.81,22.89,31.83,4.4,9.77,0.65,342.0,Very Poor,1,False,False,95,2017,3,6,1,254.0,159.0,308.0,305.14285714285717,96.39,267.96,367.0
Delhi,2017-03-20,121.21,332.73,41.69,49.53,26.14,34.32,0.77,22.25,30.92,3.66,6.47,0.65,367.0,Very Poor,1,False,False,95,2017,3,0,0,342.0,174.0,321.0,332.7142857142857,120.43,350.42,400.0
Delhi,2017-03-21,128.51,365.67,46.31,51.94,29.59,33.99,0.83,24.38,28.61,4.41,7.75,0.65,400.0,Very Poor,1,False,False,95,2017,3,1,0,367.0,270.0,369.6666666666667,351.2857142857143,121.21,332.73,390.0
Delhi,2017-03-22,120.88,405.64,86.41,69.31,31.85,49.03,0.58,28.88,20.88,4.89,10.6,0.65,390.0,Very Poor,1,False,False,95,2017,3,2,0,400.0,397.0,385.6666666666667,350.2857142857143,128.51,365.67,417.0
Delhi,2017-03-23,151.17,342.53,135.8,70.55,29.17,73.23,0.55,27.21,31.7,2.33,5.55,0.65,417.0,Severe,1,False,False,95,2017,3,3,0,390.0,371.0,402.3333333333333,356.85714285714283,120.88,405.64,359.0
Delhi,2017-03-24,149.42,282.88,45.21,79.52,32.77,76.02,0.68,22.09,19.74,1.7,3.68,0.65,359.0,Very Poor,1,False,False,95,2017,3,4,0,417.0,328.0,388.6666666666667,361.2857142857143,151.17,342.53,309.0
Delhi,2017-03-25,168.23,254.71,49.68,83.82,45.26,59.37,0.31,15.18,22.26,1.5,2.76,0.65,309.0,Very Poor,1,False,False,95,2017,3,5,1,359.0,254.0,361.6666666666667,369.14285714285717,149.42,282.88,292.0
Delhi,2017-03-26,118.34,247.77,43.09,78.84,42.21,53.05,0.31,14.85,23.14,1.56,2.36,0.65,292.0,Poor,1,False,False,95,2017,3,6,1,309.0,342.0,320.0,362.0,168.23,254.71,278.0
Delhi,2017-03-27,156.38,218.98,38.44,79.24,40.77,52.56,0.33,17.55,23.49,1.53,2.67,0.65,278.0,Poor,1,False,False,95,2017,3,0,0,292.0,367.0,293.0,349.2857142857143,118.34,247.77,320.0
Delhi,2017-03-28,152.66,289.95,61.08,85.54,53.58,61.73,0.42,18.24,18.81,2.47,4.81,0.65,320.0,Very Poor,1,False,False,95,2017,3,1,0,278.0,400.0,296.6666666666667,337.85714285714283,156.38,218.98,350.0
Delhi,2017-03-29,113.62,311.56,77.91,75.87,59.57,58.95,0.45,17.26,15.36,3.28,5.26,0.65,350.0,Very Poor,1,False,False,95,2017,3,2,0,320.0,390.0,316.0,332.14285714285717,152.66,289.95,234.0
Delhi,2017-03-30,69.44,204.22,61.61,76.28,46.32,57.35,0.37,23.72,14.88,1.59,2.94,0.65,234.0,Poor,1,False,False,95,2017,3,3,0,350.0,417.0,301.3333333333333,306.0,113.62,311.56,233.0
Delhi,2017-03-31,91.19,285.69,76.66,84.22,56.29,67.36,0.41,20.48,22.61,2.01,4.14,0.65,233.0,Poor,1,False,False,95,2017,3,4,0,234.0,359.0,272.3333333333333,288.0,69.44,204.22,341.0
Delhi,2017-04-01,105.71,291.02,84.88,81.75,63.72,68.33,0.52,20.05,22.94,2.85,6.71,0.65,341.0,Very Poor,1,False,False,95,2017,4,5,1,233.0,309.0,269.3333333333333,292.57142857142856,91.19,285.69,259.0
Delhi,2017-04-02,83.36,210.86,49.44,77.96,46.98,59.67,0.42,19.33,34.73,2.13,4.93,0.65,259.0,Poor,1,False,False,95,2017,4,6,1,341.0,292.0,277.6666666666667,287.85714285714283,105.71,291.02,204.0
Delhi,2017-04-03,70.62,192.27,55.93,83.8,49.07,58.96,0.37,24.03,32.92,1.52,3.35,0.65,204.0,Poor,1,False,False,95,2017,4,0,0,259.0,278.0,268.0,277.2857142857143,83.36,210.86,220.0
Delhi,2017-04-04,84.4,234.82,57.09,73.67,43.73,63.38,0.39,24.14,31.95,1.58,2.83,0.65,220.0,Poor,1,False,False,95,2017,4,1,0,204.0,320.0,227.66666666666666,263.0,70.62,192.27,255.0
Delhi,2017-04-05,47.67,207.72,34.82,64.65,34.67,66.8,0.32,19.75,29.86,1.09,4.83,0.65,255.0,Poor,1,False,False,95,2017,4,2,0,220.0,350.0,226.33333333333334,249.42857142857142,84.4,234.82,211.0
Delhi,2017-04-06,62.44,252.48,39.61,67.13,39.78,59.04,0.3,17.21,30.66,0.96,2.04,0.65,211.0,Poor,1,False,False,95,2017,4,3,0,255.0,234.0,228.66666666666666,246.14285714285714,47.67,207.72,428.0
Delhi,2017-04-07,150.76,543.0,61.75,74.99,47.72,51.4,0.35,27.69,35.44,1.68,3.49,0.65,428.0,Severe,1,False,False,95,2017,4,4,0,211.0,233.0,298.0,274.0,62.44,252.48,497.0
Delhi,2017-04-08,151.25,410.15,104.57,77.6,56.4,55.26,0.48,33.4,36.52,2.03,3.68,0.65,497.0,Severe,1,False,False,95,2017,4,5,1,428.0,341.0,378.6666666666667,296.2857142857143,150.76,543.0,289.0
Delhi,2017-04-09,68.88,190.42,36.79,68.1,34.4,38.77,0.27,22.78,52.48,0.89,1.81,0.65,289.0,Poor,1,False,False,95,2017,4,6,1,497.0,259.0,404.6666666666667,300.57142857142856,151.25,410.15,285.0
Delhi,2017-04-10,129.15,237.88,33.56,72.06,34.8,37.48,0.29,21.85,54.89,1.16,2.21,0.65,285.0,Poor,1,False,False,95,2017,4,0,0,289.0,204.0,357.0,312.14285714285717,68.88,190.42,368.0
Delhi,2017-04-11,146.59,253.07,40.88,71.58,39.52,40.69,0.33,24.49,45.45,1.83,6.95,0.65,368.0,Very Poor,1,False,False,95,2017,4,1,0,285.0,220.0,314.0,333.2857142857143,129.15,237.88,304.0
Delhi,2017-04-12,107.69,309.37,45.69,61.17,50.77,43.01,0.64,32.76,33.49,3.08,17.79,0.65,304.0,Very Poor,1,False,False,95,2017,4,2,0,368.0,255.0,319.0,340.2857142857143,146.59,253.07,377.0
Delhi,2017-04-13,163.97,375.82,146.3,87.79,59.71,54.53,1.06,43.82,27.66,4.98,22.01,0.65,377.0,Very Poor,1,False,False,95,2017,4,3,0,304.0,211.0,349.6666666666667,364.0,107.69,309.37,418.0
Delhi,2017-04-14,184.69,371.87,140.56,110.15,65.91,67.47,1.1,50.31,43.31,6.04,29.96,0.65,418.0,Severe,1,False,False,95,2017,4,4,0,377.0,428.0,366.3333333333333,362.57142857142856,163.97,375.82,355.0
Delhi,2017-04-15,176.54,343.62,156.79,102.4,58.09,63.27,1.0,42.8,28.5,6.94,42.03,0.65,355.0,Very Poor,1,False,False,95,2017,4,5,1,418.0,497.0,383.3333333333333,342.2857142857143,184.69,371.87,416.0
Delhi,2017-04-16,175.23,409.95,114.73,102.55,57.91,38.41,1.12,62.6,40.1,8.34,41.02,0.65,416.0,Severe,1,False,False,95,2017,4,6,1,355.0,289.0,396.3333333333333,360.42857142857144,176.54,343.62,403.0
Delhi,2017-04-17,145.22,389.03,62.73,102.55,48.4,42.18,0.75,42.39,35.43,5.76,31.63,0.65,403.0,Severe,1,False,False,95,2017,4,0,0,416.0,285.0,391.3333333333333,377.2857142857143,175.23,409.95,415.0
Delhi,2017-04-18,152.84,400.78,56.91,88.05,32.95,41.14,0.4,44.15,28.65,5.52,23.71,0.65,415.0,Severe,1,False,False,95,2017,4,1,0,403.0,368.0,411.3333333333333,384.0,145.22,389.03,412.0
Delhi,2017-04-19,136.35,356.47,90.13,80.08,43.78,50.75,0.67,41.33,32.02,4.79,21.33,0.65,412.0,Severe,1,False,False,95,2017,4,2,0,415.0,304.0,410.0,399.42857142857144,152.84,400.78,394.0
Delhi,2017-04-20,152.99,324.19,145.19,93.15,64.74,64.48,0.9,37.38,49.2,4.42,18.78,0.65,394.0,Very Poor,1,False,False,95,2017,4,3,0,412.0,377.0,407.0,401.85714285714283,136.35,356.47,357.0
Delhi,2017-04-21,130.13,409.7,43.34,103.25,32.82,54.57,0.54,30.82,56.86,2.39,14.76,0.65,357.0,Very Poor,1,False,False,95,2017,4,4,0,394.0,418.0,387.6666666666667,393.14285714285717,152.99,324.19,291.0
Delhi,2017-04-22,110.54,263.66,38.45,93.8,20.08,39.46,0.0,14.45,44.44,0.5,0.0,0.65,291.0,Poor,3,False,False,85,2017,4,5,1,357.0,355.0,347.3333333333333,384.0,130.13,409.7,244.0
Delhi,2017-04-23,103.42,260.82,69.5,75.05,37.43,40.33,0.28,29.4,55.86,1.0,5.6,0.65,244.0,Poor,1,False,False,95,2017,4,6,1,291.0,416.0,297.3333333333333,359.42857142857144,110.54,263.66,287.0
Delhi,2017-04-24,99.09,266.24,59.96,61.32,37.61,34.43,1.09,31.95,42.6,2.04,18.62,0.65,287.0,Poor,1,False,False,95,2017,4,0,0,244.0,403.0,274.0,342.85714285714283,103.42,260.82,254.0
Delhi,2017-04-25,96.07,287.92,46.18,69.59,44.02,31.0,0.63,39.9,50.43,2.06,14.87,0.65,254.0,Poor,1,False,False,95,2017,4,1,0,287.0,415.0,261.6666666666667,319.85714285714283,99.09,266.24,242.0
Delhi,2017-04-26,72.31,189.5,69.69,72.94,57.76,34.01,0.63,29.27,38.6,1.62,18.82,0.65,242.0,Poor,1,False,False,95,2017,4,2,0,254.0,412.0,261.0,295.57142857142856,96.07,287.92,223.0
Delhi,2017-04-27,93.14,271.06,73.82,73.49,59.27,37.41,0.72,46.69,41.04,2.0,15.72,0.65,223.0,Poor,1,False,False,95,2017,4,3,0,242.0,394.0,239.66666666666666,271.14285714285717,72.31,189.5,243.0
Delhi,2017-04-28,109.36,271.94,61.19,68.76,52.75,33.57,0.86,39.58,33.66,2.14,13.35,0.65,243.0,Poor,1,False,False,95,2017,4,4,0,223.0,357.0,236.0,254.85714285714286,93.14,271.06,237.0
Delhi,2017-04-29,126.74,303.75,82.18,85.21,66.92,42.48,1.1,54.52,40.95,3.13,16.23,0.65,237.0,Poor,1,False,False,95,2017,4,5,1,243.0,291.0,234.33333333333334,247.14285714285714,109.36,271.94,275.0
Delhi,2017-04-30,80.81,234.05,33.5,65.55,32.27,34.42,0.71,46.62,57.8,2.1,13.6,0.65,275.0,Poor,1,False,False,95,2017,4,6,1,237.0,244.0,251.66666666666666,251.57142857142858,126.74,303.75,183.0
Delhi,2017-05-01,85.8,211.83,64.66,70.38,41.01,40.22,1.05,56.64,42.85,2.89,16.32,0.65,183.0,Moderate,1,False,False,95,2017,5,0,0,275.0,287.0,231.66666666666666,236.71428571428572,80.81,234.05,370.0
Delhi,2017-05-02,198.2,313.23,133.01,108.48,65.63,44.95,1.41,50.78,58.08,3.14,16.69,0.65,370.0,Very Poor,1,False,False,95,2017,5,1,0,183.0,254.0,276.0,253.28571428571428,85.8,211.83,419.0
Delhi,2017-05-03,145.74,367.73,62.01,97.21,58.52,44.27,1.06,54.83,43.78,3.15,16.32,0.65,419.0,Severe,1,False,False,95,2017,5,2,0,370.0,242.0,324.0,278.57142857142856,198.2,313.23,317.0
Delhi,2017-05-04,109.91,302.02,44.86,67.76,43.5,34.41,0.83,34.97,45.95,1.7,12.37,0.65,317.0,Very Poor,1,False,False,95,2017,5,3,0,419.0,223.0,368.6666666666667,292.0,145.74,367.73,455.0
Delhi,2017-05-05,207.4,429.32,68.51,75.66,56.71,32.24,0.99,46.67,50.69,3.17,12.7,0.65,455.0,Severe,1,False,False,95,2017,5,4,0,317.0,243.0,397.0,322.2857142857143,109.91,302.02,435.0
Delhi,2017-05-06,204.56,363.53,126.22,92.19,74.14,37.01,1.5,51.7,43.3,3.96,16.74,0.65,435.0,Severe,1,False,False,95,2017,5,5,1,455.0,237.0,402.3333333333333,350.57142857142856,207.4,429.32,468.0
Delhi,2017-05-07,220.77,376.33,150.24,92.34,91.72,41.82,2.08,45.39,42.33,4.33,17.84,0.65,468.0,Severe,1,False,False,95,2017,5,6,1,435.0,275.0,452.6666666666667,378.14285714285717,204.56,363.53,442.0
Delhi,2017-05-08,183.82,392.34,78.17,94.19,68.74,50.62,1.34,52.99,39.49,4.58,16.63,0.65,442.0,Severe,1,False,False,95,2017,5,0,0,468.0,183.0,448.3333333333333,415.14285714285717,220.77,376.33,400.0
Delhi,2017-05-09,109.76,334.65,24.91,65.21,35.7,36.69,0.64,36.94,43.99,2.73,21.07,0.65,400.0,Very Poor,1,False,False,95,2017,5,1,0,442.0,370.0,436.6666666666667,419.42857142857144,183.82,392.34,223.0
Delhi,2017-05-10,74.42,242.54,11.75,46.48,21.01,34.59,0.6,35.61,61.69,1.94,14.05,0.65,223.0,Poor,1,False,False,95,2017,5,2,0,400.0,419.0,355.0,391.42857142857144,109.76,334.65,220.0
Delhi,2017-05-11,94.28,263.87,25.99,62.22,35.29,30.7,0.85,44.94,68.53,2.83,17.74,0.65,220.0,Poor,1,False,False,95,2017,5,3,0,223.0,317.0,281.0,377.57142857142856,74.42,242.54,474.0
Delhi,2017-05-12,216.96,500.59,47.65,70.84,46.27,35.38,0.89,65.5,66.7,3.33,18.9,0.65,474.0,Severe,1,False,False,95,2017,5,4,0,220.0,455.0,305.6666666666667,380.2857142857143,94.28,263.87,479.0
Delhi,2017-05-13,198.09,356.85,72.18,87.53,69.94,42.62,1.17,53.24,63.83,4.61,26.2,0.65,479.0,Severe,1,False,False,95,2017,5,5,1,474.0,435.0,391.0,386.57142857142856,216.96,500.59,373.0
Delhi,2017-05-14,121.76,334.51,61.83,70.37,58.22,32.57,0.89,44.98,41.08,4.09,23.08,0.65,373.0,Very Poor,1,False,False,95,2017,5,6,1,479.0,468.0,442.0,373.0,198.09,356.85,354.0
Delhi,2017-05-15,135.54,381.35,89.05,75.55,69.21,37.08,0.7,46.16,34.75,3.43,18.26,0.65,354.0,Very Poor,1,False,False,95,2017,5,0,0,373.0,442.0,402.0,360.42857142857144,121.76,334.51,349.0
Delhi,2017-05-16,123.21,375.15,34.5,54.83,30.75,20.17,0.57,41.96,52.5,2.51,14.55,0.65,349.0,Very Poor,1,False,False,95,2017,5,1,0,354.0,400.0,358.6666666666667,353.14285714285717,135.54,381.35,264.0
